feature,year,gender,number_of_jobs,median_income
6-10 years,2018-19,Males,0.536,48140
6-10 years,2019-20,Males,0.492,55526
6-10 years,2020-21,Males,0.501,52861
6-10 years,2021-22,Males,0.514,48995
6-10 years,2017-18,Males,0.363,38514
6-10 years,2018-19,Males,0.387,39083
6-10 years,2019-20,Males,0.354,34547
6-10 years,2020-21,Males,0.332,38874
6-10 years,2021-22,Males,0.395,29562
6-10 years,2017-18,Males,0.694,45179
6-10 years,2018-19,Males,0.779,47641
6-10 years,2019-20,Males,0.802,50548
6-10 years,2020-21,Males,0.935,45632
6-10 years,2021-22,Males,1.115,38537
6-10 years,2017-18,Males,0.231,13156
6-10 years,2018-19,Males,0.233,14511
6-10 years,2019-20,Males,0.224,18659
6-10 years,2020-21,Males,0.248,19532
6-10 years,2021-22,Males,0.231,18386
6-10 years,2017-18,Males,0.379,24490
6-10 years,2018-19,Males,0.42,28044
6-10 years,2019-20,Males,0.433,24085
6-10 years,2020-21,Males,0.48,27568
6-10 years,2021-22,Males,0.501,26480
6-10 years,2017-18,Males,11.312,30966
6-10 years,2018-19,Males,11.633,31360
6-10 years,2019-20,Males,11.511,31764
6-10 years,2020-21,Males,12.764,30401
6-10 years,2021-22,Males,14.05,27189
6-10 years,2017-18,Females,0.218,16301
6-10 years,2018-19,Females,0.236,18372
6-10 years,2019-20,Females,0.267,17480
6-10 years,2020-21,Females,0.267,19227
6-10 years,2021-22,Females,0.309,17022
6-10 years,2017-18,Females,0.219,70409
6-10 years,2018-19,Females,0.224,72901
6-10 years,2019-20,Females,0.221,75950
6-10 years,2020-21,Females,0.272,68772
6-10 years,2021-22,Females,0.368,64896
6-10 years,2017-18,Females,0.553,26833
6-10 years,2018-19,Females,0.631,27995
6-10 years,2019-20,Females,0.63,31703
6-10 years,2020-21,Females,0.755,29120
6-10 years,2021-22,Females,0.934,22031
6-10 years,2017-18,Females,0.074,61091
6-10 years,2018-19,Females,0.075,69497
6-10 years,2019-20,Females,0.074,68389
6-10 years,2020-21,Females,0.08,65032
6-10 years,2021-22,Females,0.109,48506
6-10 years,2017-18,Females,0.393,23388
6-10 years,2018-19,Females,0.395,22603
6-10 years,2019-20,Females,0.464,22762
6-10 years,2020-21,Females,0.507,29389
6-10 years,2021-22,Females,0.594,24564
6-10 years,2017-18,Females,0.418,27121
6-10 years,2018-19,Females,0.466,27853
6-10 years,2019-20,Females,0.452,26138
6-10 years,2020-21,Females,0.528,26491
6-10 years,2021-22,Females,0.626,24053
6-10 years,2017-18,Females,1.697,18512
6-10 years,2018-19,Females,1.823,17974
6-10 years,2019-20,Females,1.836,19992
6-10 years,2020-21,Females,2.15,18331
6-10 years,2021-22,Females,2.543,14049
6-10 years,2017-18,Females,1.909,11892
6-10 years,2018-19,Females,2.13,12854
6-10 years,2019-20,Females,2.309,14094
6-10 years,2020-21,Females,2.752,13951
6-10 years,2021-22,Females,3.137,10816
6-10 years,2017-18,Females,0.309,24458
6-10 years,2018-19,Females,0.369,18917
6-10 years,2019-20,Females,0.38,21802
6-10 years,2020-21,Females,0.433,19517
6-10 years,2021-22,Females,0.564,15432
6-10 years,2017-18,Females,0.103,27624
6-10 years,2018-19,Females,0.101,36340
6-10 years,2019-20,Females,0.092,36546
6-10 years,2020-21,Females,0.097,24830
6-10 years,2021-22,Females,0.14,22932
6-10 years,2017-18,Females,0.42,37170
6-10 years,2018-19,Females,0.455,35783
6-10 years,2019-20,Females,0.462,35286
6-10 years,2020-21,Females,0.535,31325
6-10 years,2021-22,Females,0.609,27958
6-10 years,2017-18,Females,0.289,21222
6-10 years,2018-19,Females,0.327,20001
6-10 years,2019-20,Females,0.314,20970
6-10 years,2020-21,Females,0.354,24022
6-10 years,2021-22,Females,0.421,19385
6-10 years,2017-18,Females,1.101,23623
6-10 years,2018-19,Females,1.221,22448
6-10 years,2019-20,Females,1.147,26091
6-10 years,2020-21,Females,1.389,25700
6-10 years,2021-22,Females,1.662,23461
6-10 years,2017-18,Females,1.812,11993
6-10 years,2018-19,Females,2.051,13401
6-10 years,2019-20,Females,2.059,13750
6-10 years,2020-21,Females,2.611,11455
6-10 years,2021-22,Females,3.207,11562
6-10 years,2017-18,Females,0.484,40305
6-10 years,2018-19,Females,0.532,35973
6-10 years,2019-20,Females,0.462,43635
6-10 years,2020-21,Females,0.526,37599
6-10 years,2021-22,Females,0.647,29985
6-10 years,2017-18,Females,1.295,20578
6-10 years,2018-19,Females,1.343,21068
6-10 years,2019-20,Females,1.316,21922
6-10 years,2020-21,Females,1.356,24330
6-10 years,2021-22,Females,1.581,20112
6-10 years,2017-18,Females,3.985,29103
6-10 years,2018-19,Females,4.421,30147
6-10 years,2019-20,Females,4.74,32001
6-10 years,2020-21,Females,5.831,28751
6-10 years,2021-22,Females,6.727,24823
6-10 years,2017-18,Females,0.369,15617
6-10 years,2018-19,Females,0.406,14524
6-10 years,2019-20,Females,0.429,13915
6-10 years,2020-21,Females,0.434,15397
6-10 years,2021-22,Females,0.477,10063
6-10 years,2017-18,Females,1.003,12762
6-10 years,2018-19,Females,1.128,14440
6-10 years,2019-20,Females,1.168,15001
6-10 years,2020-21,Females,1.409,17623
6-10 years,2021-22,Females,1.534,14789
6-10 years,2017-18,Females,17.623,20312
6-10 years,2018-19,Females,19.147,20371
6-10 years,2019-20,Females,19.65,22084
6-10 years,2020-21,Females,22.984,21114
6-10 years,2021-22,Females,26.803,18103
6-10 years,2017-18,Persons,0.345,18202
6-10 years,2018-19,Persons,0.366,20275
6-10 years,2019-20,Persons,0.389,19478
6-10 years,2020-21,Persons,0.412,20497
6-10 years,2021-22,Persons,0.479,17083
6-10 years,2017-18,Persons,0.633,74588
6-10 years,2018-19,Persons,0.641,80834
6-10 years,2019-20,Persons,0.702,83024
6-10 years,2020-21,Persons,0.794,75187
6-10 years,2021-22,Persons,1.042,69204
6-10 years,2017-18,Persons,1.375,42077
6-10 years,2018-19,Persons,1.489,40245
6-10 years,2019-20,Persons,1.441,42260
6-10 years,2020-21,Persons,1.661,38218
6-10 years,2021-22,Persons,1.908,31121
6-10 years,2017-18,Persons,0.161,74198
6-10 years,2018-19,Persons,0.164,70246
6-10 years,2019-20,Persons,0.188,72246
6-10 years,2020-21,Persons,0.184,71539
6-10 years,2021-22,Persons,0.187,58017
6-10 years,2017-18,Persons,1.772,31862
6-10 years,2018-19,Persons,1.762,31887
6-10 years,2019-20,Persons,1.781,31116
6-10 years,2020-21,Persons,1.946,35936
6-10 years,2021-22,Persons,2.122,34628
6-10 years,2017-18,Persons,0.864,33812
6-10 years,2018-19,Persons,0.889,36783
6-10 years,2019-20,Persons,0.859,36296
6-10 years,2020-21,Persons,1.052,32855
6-10 years,2021-22,Persons,1.173,31796
6-10 years,2017-18,Persons,2.497,20726
6-10 years,2018-19,Persons,2.663,21018
6-10 years,2019-20,Persons,2.675,21441
6-10 years,2020-21,Persons,2.999,20317
6-10 years,2021-22,Persons,3.535,14544
6-10 years,2017-18,Persons,2.953,12565
6-10 years,2018-19,Persons,3.274,13118
6-10 years,2019-20,Persons,3.504,14098
6-10 years,2020-21,Persons,4.162,13843
6-10 years,2021-22,Persons,4.644,11359
6-10 years,2017-18,Persons,1.145,24188
6-10 years,2018-19,Persons,1.163,21868
6-10 years,2019-20,Persons,1.173,20067
6-10 years,2020-21,Persons,1.346,21412
6-10 years,2021-22,Persons,1.594,17578
6-10 years,2017-18,Persons,0.217,32258
6-10 years,2018-19,Persons,0.208,35634
6-10 years,2019-20,Persons,0.189,33704
6-10 years,2020-21,Persons,0.196,32266
6-10 years,2021-22,Persons,0.237,26998
6-10 years,2017-18,Persons,0.644,40267
6-10 years,2018-19,Persons,0.712,39918
6-10 years,2019-20,Persons,0.708,39120
6-10 years,2020-21,Persons,0.805,35116
6-10 years,2021-22,Persons,0.922,33193
6-10 years,2017-18,Persons,0.458,25816
6-10 years,2018-19,Persons,0.51,22739
6-10 years,2019-20,Persons,0.504,26349
6-10 years,2020-21,Persons,0.557,28792
6-10 years,2021-22,Persons,0.62,21935
6-10 years,2017-18,Persons,1.861,32706
6-10 years,2018-19,Persons,2.061,29065
6-10 years,2019-20,Persons,1.947,34975
6-10 years,2020-21,Persons,2.274,30684
6-10 years,2021-22,Persons,2.647,29649
6-10 years,2017-18,Persons,3.263,13111
6-10 years,2018-19,Persons,3.487,14507
6-10 years,2019-20,Persons,3.565,14666
6-10 years,2020-21,Persons,4.352,12962
6-10 years,2021-22,Persons,5.152,12295
6-10 years,2017-18,Persons,0.991,46390
6-10 years,2018-19,Persons,1.064,40575
6-10 years,2019-20,Persons,0.951,47923
6-10 years,2020-21,Persons,1.025,43949
6-10 years,2021-22,Persons,1.16,35267
6-10 years,2017-18,Persons,1.656,22786
6-10 years,2018-19,Persons,1.727,24090
6-10 years,2019-20,Persons,1.668,23967
6-10 years,2020-21,Persons,1.694,26790
6-10 years,2021-22,Persons,1.98,21446
6-10 years,2017-18,Persons,4.683,30991
6-10 years,2018-19,Persons,5.193,32016
6-10 years,2019-20,Persons,5.542,34059
6-10 years,2020-21,Persons,6.767,30525
6-10 years,2021-22,Persons,7.841,26291
6-10 years,2017-18,Persons,0.599,14742
6-10 years,2018-19,Persons,0.637,14512
6-10 years,2019-20,Persons,0.646,14701
6-10 years,2020-21,Persons,0.675,17000
6-10 years,2021-22,Persons,0.709,11613
6-10 years,2017-18,Persons,1.386,15449
6-10 years,2018-19,Persons,1.545,16175
6-10 years,2019-20,Persons,1.602,17001
6-10 years,2020-21,Persons,1.888,19298
6-10 years,2021-22,Persons,2.034,16702
6-10 years,2017-18,Persons,28.932,23397
6-10 years,2018-19,Persons,30.78,23382
6-10 years,2019-20,Persons,31.158,24793
6-10 years,2020-21,Persons,35.751,23815
6-10 years,2021-22,Persons,40.852,20573
6-10 years,2017-18,Males,0.05,10575
6-10 years,2018-19,Males,0.033,16672
6-10 years,2019-20,Males,0.036,27942
6-10 years,2020-21,Males,0.068,4608
6-10 years,2021-22,Males,0.066,9246
6-10 years,2017-18,Males,0.056,50349
6-10 years,2018-19,Males,0.062,52681
6-10 years,2019-20,Males,0.047,46579
6-10 years,2020-21,Males,0.056,42446
6-10 years,2021-22,Males,0.055,41942
6-10 years,2017-18,Males,0.013,72053
6-10 years,2018-19,Males,0.014,77215
6-10 years,2019-20,Males,0.012,74304
6-10 years,2020-21,Males,0.011,84440
6-10 years,2021-22,Males,0.01,70531
6-10 years,2017-18,Males,0.039,25446
6-10 years,2018-19,Males,0.051,24131
6-10 years,2019-20,Males,0.047,34775
6-10 years,2020-21,Males,0.064,27997
6-10 years,2021-22,Males,0.058,32735
6-10 years,2017-18,Males,0.022,22766
6-10 years,2018-19,Males,0.022,18951
6-10 years,2019-20,Males,0.014,40757
6-10 years,2020-21,Males,0.013,30439
6-10 years,2021-22,Males,0.021,23530
6-10 years,2017-18,Males,0.054,19717
6-10 years,2018-19,Males,0.045,37081
6-10 years,2019-20,Males,0.049,23020
6-10 years,2020-21,Males,0.058,24765
6-10 years,2021-22,Males,0.06,25164
6-10 years,2017-18,Males,0.094,15088
6-10 years,2018-19,Males,0.091,17696
6-10 years,2019-20,Males,0.083,22265
6-10 years,2020-21,Males,0.093,23118
6-10 years,2021-22,Males,0.101,14080
6-10 years,2017-18,Males,0.045,20017
6-10 years,2018-19,Males,0.047,21109
6-10 years,2019-20,Males,0.032,36998
6-10 years,2020-21,Males,0.038,22309
6-10 years,2021-22,Males,0.042,22551
6-10 years,2017-18,Males,0.01,50082
6-10 years,2018-19,Males,0.011,42118
6-10 years,2019-20,Males,0.011,35581
6-10 years,2020-21,Males,0.013,42258
6-10 years,2021-22,Males,0.014,54857
6-10 years,2017-18,Males,0.02,20494
6-10 years,2018-19,Males,0.025,36029
6-10 years,2019-20,Males,0.027,21436
6-10 years,2020-21,Males,0.03,30358
6-10 years,2021-22,Males,0.017,34653
6-10 years,2017-18,Males,0.009,7906
6-10 years,2018-19,Males,0.008,16721
6-10 years,2019-20,Males,0.011,37295
6-10 years,2020-21,Males,0.01,21072
6-10 years,2021-22,Males,0.013,56816
6-10 years,2017-18,Males,0.053,24843
6-10 years,2018-19,Males,0.052,27998
6-10 years,2019-20,Males,0.046,35101
6-10 years,2020-21,Males,0.046,37144
6-10 years,2021-22,Males,0.057,40453
6-10 years,2017-18,Males,0.056,11690
6-10 years,2018-19,Males,0.065,16045
6-10 years,2019-20,Males,0.05,19225
6-10 years,2020-21,Males,0.06,17888
6-10 years,2021-22,Males,0.058,15428
6-10 years,2017-18,Males,0.045,35076
6-10 years,2018-19,Males,0.032,52144
6-10 years,2019-20,Males,0.039,61002
6-10 years,2020-21,Males,0.049,39072
6-10 years,2021-22,Males,0.052,56305
6-10 years,2017-18,Males,0.053,42195
6-10 years,2018-19,Males,0.047,30032
6-10 years,2019-20,Males,0.045,49483
6-10 years,2020-21,Males,0.057,33807
6-10 years,2021-22,Males,0.051,36912
6-10 years,2017-18,Males,0.09,36331
6-10 years,2018-19,Males,0.081,54043
6-10 years,2019-20,Males,0.073,43039
6-10 years,2020-21,Males,0.099,42727
6-10 years,2021-22,Males,0.095,46067
6-10 years,2017-18,Males,0.022,11879
6-10 years,2018-19,Males,0.014,9833
6-10 years,2019-20,Males,0.014,3027
6-10 years,2020-21,Males,0.025,28461
6-10 years,2021-22,Males,0.026,6558
6-10 years,2017-18,Males,0.026,21288
6-10 years,2018-19,Males,0.028,21213
6-10 years,2019-20,Males,0.021,40533
6-10 years,2020-21,Males,0.03,20095
6-10 years,2021-22,Males,0.039,23918
6-10 years,2017-18,Males,0.791,22815
6-10 years,2018-19,Males,0.757,28054
6-10 years,2019-20,Males,0.688,35117
6-10 years,2020-21,Males,0.834,26583
6-10 years,2021-22,Males,0.855,27949
6-10 years,2017-18,Females,0.093,8632
6-10 years,2018-19,Females,0.096,15399
6-10 years,2019-20,Females,0.08,17620
6-10 years,2020-21,Females,0.13,6864
6-10 years,2021-22,Females,0.158,6182
6-10 years,2017-18,Females,0.064,11252
6-10 years,2018-19,Females,0.06,19957
6-10 years,2019-20,Females,0.069,15509
6-10 years,2020-21,Females,0.074,18532
6-10 years,2021-22,Females,0.078,20104
6-10 years,2017-18,Females,0.011,31859
6-10 years,2018-19,Females,0.008,61496
6-10 years,2019-20,Females,0.013,50984
6-10 years,2020-21,Females,0.019,65171
6-10 years,2021-22,Females,0.016,83754
6-10 years,2017-18,Females,0.016,15834
6-10 years,2018-19,Females,0.018,22511
6-10 years,2019-20,Females,0.018,17221
6-10 years,2020-21,Females,0.016,26000
6-10 years,2021-22,Females,0.016,12844
6-10 years,2017-18,Females,0.014,33111
6-10 years,2018-19,Females,0.022,16616
6-10 years,2019-20,Females,0.019,26617
6-10 years,2020-21,Females,0.016,22985
6-10 years,2021-22,Females,0.025,39929
6-10 years,2017-18,Females,0.105,16204
6-10 years,2018-19,Females,0.117,17318
6-10 years,2019-20,Females,0.091,20066
6-10 years,2020-21,Females,0.119,17130
6-10 years,2021-22,Females,0.123,17934
6-10 years,2017-18,Females,0.174,12327
6-10 years,2018-19,Females,0.194,13347
6-10 years,2019-20,Females,0.178,13431
6-10 years,2020-21,Females,0.205,16599
6-10 years,2021-22,Females,0.252,10979
6-10 years,2017-18,Females,0.026,19728
6-10 years,2018-19,Females,0.017,18055
6-10 years,2019-20,Females,0.014,22756
6-10 years,2020-21,Females,0.011,31169
6-10 years,2021-22,Females,0.032,16533
6-10 years,2017-18,Females,0.013,4441
6-10 years,2018-19,Females,0.007,17019
6-10 years,2019-20,Females,0.008,10299
6-10 years,2020-21,Females,0.008,21633
6-10 years,2021-22,Females,0.01,24022
6-10 years,2017-18,Females,0.018,24031
6-10 years,2018-19,Females,0.031,33893
6-10 years,2019-20,Females,0.032,32924
6-10 years,2020-21,Females,0.032,22570
6-10 years,2021-22,Females,0.032,15858
6-10 years,2017-18,Females,0.02,20535
6-10 years,2018-19,Females,0.012,25771
6-10 years,2019-20,Females,0.012,29305
6-10 years,2020-21,Females,0.015,17882
6-10 years,2021-22,Females,0.022,25028
6-10 years,2017-18,Females,0.065,10060
6-10 years,2018-19,Females,0.087,14453
6-10 years,2019-20,Females,0.093,15208
6-10 years,2020-21,Females,0.117,18487
6-10 years,2021-22,Females,0.13,16381
6-10 years,2017-18,Females,0.072,14631
6-10 years,2018-19,Females,0.093,14351
6-10 years,2019-20,Females,0.102,15660
6-10 years,2020-21,Females,0.11,12678
6-10 years,2021-22,Females,0.137,11998
6-10 years,2017-18,Females,0.046,39785
6-10 years,2018-19,Females,0.043,34270
6-10 years,2019-20,Females,0.029,39289
6-10 years,2020-21,Females,0.04,26755
6-10 years,2021-22,Females,0.055,40399
6-10 years,2017-18,Females,0.098,22747
6-10 years,2018-19,Females,0.118,27996
6-10 years,2019-20,Females,0.144,24614
6-10 years,2020-21,Females,0.147,21189
6-10 years,2021-22,Females,0.18,20616
6-10 years,2017-18,Females,0.24,27423
6-10 years,2018-19,Females,0.228,31053
6-10 years,2019-20,Females,0.256,26892
6-10 years,2020-21,Females,0.292,32912
6-10 years,2021-22,Females,0.327,30064
6-10 years,2017-18,Females,0.032,17015
6-10 years,2018-19,Females,0.039,16420
6-10 years,2019-20,Females,0.049,12562
6-10 years,2020-21,Females,0.066,11385
6-10 years,2021-22,Females,0.056,5101
6-10 years,2017-18,Females,0.057,13574
6-10 years,2018-19,Females,0.055,18077
6-10 years,2019-20,Females,0.063,17758
6-10 years,2020-21,Females,0.073,13501
6-10 years,2021-22,Females,0.09,17611
6-10 years,2017-18,Females,1.289,17071
6-10 years,2018-19,Females,1.321,19013
6-10 years,2019-20,Females,1.36,19733
6-10 years,2020-21,Females,1.553,19359
6-10 years,2021-22,Females,1.803,17833
6-10 years,2017-18,Persons,0.147,9448
6-10 years,2018-19,Persons,0.127,15533
6-10 years,2019-20,Persons,0.117,22563
6-10 years,2020-21,Persons,0.197,6250
6-10 years,2021-22,Persons,0.223,7537
6-10 years,2017-18,Persons,0.005,106286
6-10 years,2018-19,Persons,0.007,69346
6-10 years,2019-20,Persons,0.007,57185
6-10 years,2020-21,Persons,0.007,75293
6-10 years,2021-22,Persons,0.003,95883
6-10 years,2017-18,Persons,0.112,28006
6-10 years,2018-19,Persons,0.119,31061
6-10 years,2019-20,Persons,0.119,28069
6-10 years,2020-21,Persons,0.131,24427
6-10 years,2021-22,Persons,0.135,23956
6-10 years,2017-18,Persons,0.02,51011
6-10 years,2018-19,Persons,0.017,73896
6-10 years,2019-20,Persons,0.021,59745
6-10 years,2020-21,Persons,0.031,70391
6-10 years,2021-22,Persons,0.024,81371
6-10 years,2017-18,Persons,0.051,20737
6-10 years,2018-19,Persons,0.062,24046
6-10 years,2019-20,Persons,0.066,31837
6-10 years,2020-21,Persons,0.078,26099
6-10 years,2021-22,Persons,0.075,31077
6-10 years,2017-18,Persons,0.04,25330
6-10 years,2018-19,Persons,0.045,18774
6-10 years,2019-20,Persons,0.036,34010
6-10 years,2020-21,Persons,0.025,27344
6-10 years,2021-22,Persons,0.037,32212
6-10 years,2017-18,Persons,0.164,17705
6-10 years,2018-19,Persons,0.165,20393
6-10 years,2019-20,Persons,0.147,20602
6-10 years,2020-21,Persons,0.172,19793
6-10 years,2021-22,Persons,0.188,18919
6-10 years,2017-18,Persons,0.266,13091
6-10 years,2018-19,Persons,0.284,13728
6-10 years,2019-20,Persons,0.257,15875
6-10 years,2020-21,Persons,0.298,18051
6-10 years,2021-22,Persons,0.353,12784
6-10 years,2017-18,Persons,0.079,19893
6-10 years,2018-19,Persons,0.068,20830
6-10 years,2019-20,Persons,0.053,23214
6-10 years,2020-21,Persons,0.052,23646
6-10 years,2021-22,Persons,0.079,19595
6-10 years,2017-18,Persons,0.019,4949
6-10 years,2018-19,Persons,0.01,38381
6-10 years,2019-20,Persons,0.017,20916
6-10 years,2020-21,Persons,0.018,41663
6-10 years,2021-22,Persons,0.024,36655
6-10 years,2017-18,Persons,0.039,22220
6-10 years,2018-19,Persons,0.057,34622
6-10 years,2019-20,Persons,0.06,27829
6-10 years,2020-21,Persons,0.053,29986
6-10 years,2021-22,Persons,0.054,24043
6-10 years,2017-18,Persons,0.024,13696
6-10 years,2018-19,Persons,0.02,18578
6-10 years,2019-20,Persons,0.024,35324
6-10 years,2020-21,Persons,0.025,19597
6-10 years,2021-22,Persons,0.042,27162
6-10 years,2017-18,Persons,0.119,19921
6-10 years,2018-19,Persons,0.143,19851
6-10 years,2019-20,Persons,0.139,20451
6-10 years,2020-21,Persons,0.162,24151
6-10 years,2021-22,Persons,0.182,20419
6-10 years,2017-18,Persons,0.129,13533
6-10 years,2018-19,Persons,0.156,15306
6-10 years,2019-20,Persons,0.148,16100
6-10 years,2020-21,Persons,0.176,14396
6-10 years,2021-22,Persons,0.193,12653
6-10 years,2017-18,Persons,0.085,38630
6-10 years,2018-19,Persons,0.078,41031
6-10 years,2019-20,Persons,0.072,48804
6-10 years,2020-21,Persons,0.093,37562
6-10 years,2021-22,Persons,0.108,46907
6-10 years,2017-18,Persons,0.151,26697
6-10 years,2018-19,Persons,0.165,28352
6-10 years,2019-20,Persons,0.194,28711
6-10 years,2020-21,Persons,0.204,22302
6-10 years,2021-22,Persons,0.226,23187
6-10 years,2017-18,Persons,0.333,28581
6-10 years,2018-19,Persons,0.306,37045
6-10 years,2019-20,Persons,0.332,30001
6-10 years,2020-21,Persons,0.396,34158
6-10 years,2021-22,Persons,0.421,34682
6-10 years,2017-18,Persons,0.056,16857
6-10 years,2018-19,Persons,0.057,15961
6-10 years,2019-20,Persons,0.059,7570
6-10 years,2020-21,Persons,0.093,11691
6-10 years,2021-22,Persons,0.081,5332
6-10 years,2017-18,Persons,0.083,17327
6-10 years,2018-19,Persons,0.086,18805
6-10 years,2019-20,Persons,0.079,20599
6-10 years,2020-21,Persons,0.107,15959
6-10 years,2021-22,Persons,0.121,19834
6-10 years,2017-18,Persons,2.075,19352
6-10 years,2018-19,Persons,2.078,21480
6-10 years,2019-20,Persons,2.052,22964
6-10 years,2020-21,Persons,2.39,21587
6-10 years,2021-22,Persons,2.655,20101
6-10 years,2017-18,Males,0.011,29695
6-10 years,2018-19,Males,0.014,40354
